city,county,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013
1101,110105,,,1,,,,1,1,3
1101,110106,,,,2,1,,1,2,
1101,110107,1,,,,,,,,
1101,110108,,,,,,2,1,,1
1101,110109,,,,,,,,1,
1101,110111,,1,,1,1,2,,,1
1101,110112,,,,1,,1,,5,
1101,110113,,,,,,1,,3,
1101,110114,,,,,1,1,,,
1101,110115,,,2,2,,,1,1,
1101,110117,,,,,,2,,,1
1102,110228,,,,,,,1,,1
1201,120102,,,2,,,,,1,
1201,120103,,,,,,,2,,
1201,120105,,,1,,,1,1,1,
1201,120106,,,1,1,,,2,,
1201,120107,,,1,,1,,,,
1201,120108,,,,,1,,,,
1201,120109,3,,,1,,,,,
1201,120110,,,,,1,,,1,2
1201,120111,,,,,2,,,,
1201,120112,,,3,2,,,,,
1201,120113,,,3,3,2,,,,
1201,120114,,,5,2,1,1,1,2,1
1201,120115,,,1,1,,,,1,1
1201,120116,,,,,,1,,2,
1202,120221,,,,,2,,,,
1202,120223,,4,1,,1,1,2,,
1202,120225,,,,,,,,1,
1301,130102,,,,,,,,1,
1301,130104,,,,,,,1,,
1301,130105,,,,1,1,,,,
1301,130108,,,,1,,,,,
1301,130121,,,,,,4,1,,
1301,130123,,,,,1,1,2,,
1301,130124,,,,,3,,,,
1301,130125,,,3,1,1,,1,,1
1301,130126,,,1,3,1,,,1,1
1301,130128,1,1,2,,2,,,,1
1301,130129,,,,,1,,,,
1301,130130,,,,,1,3,1,,
1301,130131,,,,3,1,1,,1,2
1301,130132,,,,,1,,1,1,1
1301,130133,,,,1,1,1,1,,
1301,130181,,,1,1,1,1,,,1
1301,130182,,,,1,2,1,2,1,2
1301,130183,,,1,,1,2,,,1
1301,130184,,1,1,,2,1,1,1,
1301,130185,,,,,2,,2,,
1302,130203,,,,,,,,,1
1302,130205,,,,,1,4,,,
1302,130207,,,,,2,1,,,
1302,130208,,,,,1,5,,,
1302,130223,,,,,4,1,,,
1302,130224,,,,,3,2,1,,
1302,130225,,,,,1,3,,,
1302,130227,,,,,,2,,1,
1302,130229,,,,,,1,,,
1302,130230,,,,,,,1,,
1302,130281,,,,3,,2,2,1,1
1302,130283,,,,1,1,2,,,
1303,130302,,,,,1,,,,
1303,130321,,,,,1,1,,1,
1303,130322,,,,,2,2,,,
1303,130323,,,,,4,7,1,,
1303,130324,,,,,1,1,,,
1304,130404,,,,1,,,,,
1304,130406,,,,,1,,,,1
1304,130421,,,2,,,,1,,
1304,130423,,,1,1,1,,2,,1
1304,130424,,1,2,,1,,,,
1304,130425,,2,,,1,,,,1
1304,130428,,1,1,,2,,,,
1304,130429,,,3,2,2,,1,1,
1304,130430,,,1,,,,,,
1304,130431,,,,1,,1,,,
1304,130432,,1,,,,,1,,
1304,130433,,4,1,,,1,,,1
1304,130434,,,3,,,,,1,1
1304,130435,,1,2,,,,,1,
1304,130481,,,,1,1,,,,1
1305,130502,,,,,,,,1,
1305,130521,,,,2,2,,,,
1305,130522,,,,1,,1,1,,
1305,130523,,,1,2,1,,,2,
1305,130524,,,1,1,1,,,,
1305,130525,,,2,,,1,,,
1305,130526,,,,2,2,,2,,
1305,130527,,,,,2,1,,2,
1305,130528,,,2,3,1,2,1,,1
1305,130529,,,1,,1,,,,
1305,130530,,,,1,,,1,,
1305,130531,,1,,,,,,,
1305,130532,,,,,,1,,1,
1305,130533,,1,,,2,,2,2,1
1305,130534,,1,2,,,,,1,1
1305,130535,,2,1,1,,1,,,
1305,130581,,1,,,,1,,1,1
1305,130582,,,,,1,1,1,,
1306,130602,,,,,1,1,,,
1306,130603,,,,1,1,,,,
1306,130604,,1,,,2,1,,,1
1306,130621,,,,,2,2,,,1
1306,130622,,2,1,2,4,4,4,1,1
1306,130623,,,,2,,,1,,
1306,130624,,,,1,,,,,
1306,130625,,,2,2,3,1,,4,2
1306,130626,,,,3,,1,1,,1
1306,130627,,,,1,3,1,2,1,
1306,130628,,1,1,2,,,,1,
1306,130629,,,1,1,,,,,1
1306,130630,,,,,,,1,,1
1306,130631,,,1,,,1,1,,1
1306,130632,,,1,3,,2,1,,2
1306,130633,,,,1,2,,,,
1306,130634,1,,7,,1,1,,2,1
1306,130635,,,3,,,,,,2
1306,130636,,,,1,1,1,1,,1
1306,130637,,,,,1,2,2,,1
1306,130638,,3,4,1,2,,1,1,2
1306,130681,,,2,2,,1,,,1
1306,130682,,2,14,4,13,6,2,1,4
1306,130683,,,5,2,1,1,2,2,1
1306,130684,,,3,5,2,,1,,1
1307,130702,,,,,,,,,1
1307,130703,,,,1,,,,1,
1307,130705,,,,,,,2,1,
1307,130706,,,,,,1,,,
1307,130721,,,,1,,1,1,,1
1307,130722,,,,,4,,,,
1307,130723,,,2,,,1,,1,
1307,130724,,1,,,,1,2,,
1307,130725,,,,1,,,,,
1307,130726,,,,,,,4,5,1
1307,130727,,,,,,,1,2,2
1307,130728,,,,,,,3,,
1307,130729,,,,1,2,1,,,
1307,130730,,,,1,1,,2,,
1307,130731,,,,,1,,2,2,
1307,130733,,,,,,1,1,,
1308,130802,,,,,,1,,,
1308,130804,,,,,,1,,,
1308,130821,,,,,,1,1,1,1
1308,130822,,,,,,,,1,
1308,130823,,,,1,,2,,,
1308,130824,,,,,,,1,,1
1308,130825,,,,,,,,1,
1308,130826,,,,,,,,,2
1308,130828,,,2,,,,,,1
1309,130902,,,,,,,,,1
1309,130903,,,1,,,,,,
1309,130921,2,3,4,4,1,3,,,1
1309,130922,2,,1,2,,,1,,1
1309,130923,,2,,3,,1,1,,
1309,130924,,1,,2,,,,,1
1309,130925,,3,3,,1,2,,2,
1309,130926,,,1,,,,1,,
1309,130927,1,1,1,,1,,,,
1309,130928,,,1,,,,1,,
1309,130929,,1,,,1,1,1,,
1309,130930,,2,2,,,,,,
1309,130981,2,4,2,2,,,,,
1309,130982,,8,2,,2,,,,
1309,130983,2,2,2,1,,,1,2,
1309,130984,,3,,1,3,1,,,1
1310,131002,,,1,,,,1,,1
1310,131003,,,,1,,,,,
1310,131022,,,3,1,,1,,,
1310,131023,,2,3,,2,1,1,1,
1310,131024,,,,2,,,,,1
1310,131025,1,5,1,,1,1,,2,
1310,131026,,1,3,2,2,2,2,,1
1310,131081,,6,5,,1,2,1,2,1
1310,131082,,,1,2,,,1,1,
1310,131099,,,3,1,,,,,
1311,131102,,1,3,,,,,1,
1311,131121,,,1,1,3,,,1,
1311,131122,,3,1,,,,2,,1
1311,131123,,1,1,1,,,1,,
1311,131124,,,3,1,,1,,,
1311,131125,,1,,2,,,,1,
1311,131126,1,2,3,1,1,2,1,,
1311,131127,,1,2,2,1,1,1,,
1311,131128,,,3,,,,,,
1311,131181,,,,,1,1,2,2,
1311,131182,,3,3,1,1,3,1,1,1
1401,140106,,,,,,,,1,
1401,140107,,,,,,,,,1
1401,140108,,,,,,,1,1,
1401,140109,,,,,,,1,,
1401,140110,,,,,,1,1,1,
1401,140121,,,,,,,1,,
1401,140123,,,,,,,1,,
1401,140181,,,,,,,2,1,
1402,140202,,,,,,,1,,
1402,140203,,,,,,,1,,
1402,140211,,,,,,,1,2,1
1402,140212,,,,,,,1,1,
1402,140221,,,,,,1,,,2
1402,140222,,,,,,2,,,1
1402,140223,,,,,,,,2,1
1402,140224,,,,,,,,3,
1402,140225,,,,,,,2,,
1403,140302,,,,,1,,1,1,
1403,140303,,,,,1,,,,
1403,140311,,,,,1,1,1,,1
1403,140321,,,,,,,2,,1
1403,140322,,,,,,,,,2
1404,140402,,,,1,,,,,
1404,140421,,,,,2,,,,
1404,140423,,,,,3,1,,,
1404,140424,,,2,,1,1,,,
1404,140427,,,,,1,,,,
1404,140428,,,,1,,,,,
1404,140430,,,,,,,4,1,
1404,140481,,,,,,1,,,
1405,140521,,,,,,,,,1
1405,140522,,,,,,,1,,
1405,140524,,,,,1,,1,,
1405,140525,,,,2,,,,,
1405,140581,,,,1,,2,1,,
1406,140602,,,,,,,,3,3
1406,140603,,,,,,,,2,4
1406,140621,,,,,,,,,2
1406,140622,,,,,,,2,3,1
1406,140624,,,,,,,1,,3
1407,140702,,,,,,,,1,2
1407,140722,,,,,,,1,,
1407,140724,,,,,,1,,,
1407,140725,,,,,1,2,,1,
1407,140728,,,,,,,,1,2
1407,140729,,,,,,,1,1,1
1407,140781,,,,,,,2,1,
1408,140802,,,,,,1,1,2,1
1408,140821,,,,,1,1,1,,1
1408,140822,,,1,2,,2,1,1,1
1408,140823,,,,1,1,1,2,,
1408,140824,,,,,5,2,,2,1
1408,140825,,,,,1,,,,1
1408,140826,,,,,1,,2,,
1408,140827,,,,,,,1,,1
1408,140828,,,,,3,3,1,,
1408,140830,,,,,,,1,,
1408,140881,,,,,,,3,1,
1408,140882,,,,1,2,,1,,
1409,140902,,,,,,,3,2,
1409,140921,,,,,,,,1,
1409,140922,,,,,,,1,,
1409,140923,,,,,,,,1,
1409,140924,,,,,,,1,3,
1409,140925,,,,,,,,1,
1409,140928,1,,,,,,,,1
1409,140981,,,,,,1,2,1,
1410,141002,,,,,,7,9,3,4
1410,141021,,,,,,,2,,
1410,141022,,,,,,,,2,
1410,141023,,,,,,6,3,1,3
1410,141024,,,,,,3,12,8,2
1410,141025,,,,,,,,2,1
1410,141026,,,,,,,,1,
1410,141027,,,,,,,2,,2
1410,141029,,,,,,3,1,2,
1410,141030,,,,,,,1,,
1410,141031,,,,,,,,1,1
1410,141033,,,,,,,2,,
1410,141034,,,,,,,1,1,2
1410,141081,,,,,1,,,,
1410,141082,,,,,,,2,2,
1411,141102,,,,,,,,,4
1411,141121,,,,,,,1,,
1411,141123,,,,,,,,,1
1411,141124,,,,,,,,,1
1411,141125,,,,,,,,,3
1411,141127,,,,,,,,,2
1411,141128,,,,,,,,1,1
1411,141129,,,,,,,,,1
1411,141130,,,,,,,,1,
1411,141181,,,,,,,,,1
1411,141182,,,,,,,,,1
1499,149999,,,,,1,,,1,
1501,150102,,,,,,,1,,
1501,150103,,,,,,,1,,
1501,150105,,,,,,,,1,
1501,150121,,,,,,1,1,,2
1501,150122,,,,,,1,,,
1501,150123,,,,,,,1,,
1501,150124,,,,,,,1,1,
1501,150125,,,,,,,,1,
1502,150202,,,,,,1,1,1,
1502,150203,,,,,1,,,1,
1502,150204,,1,,,,,,2,1
1502,150207,,,,,,1,,,
1502,150221,,,,,,1,,,3
1502,150222,,,,,,,1,,
1504,150426,,,1,,,,,,
1504,150429,,,,,,,,2,1
1504,150430,,,1,,,,,,
1506,150602,,,,,,,,,1
1506,150621,,,,,,,1,,
1506,150622,,,,,,,,,1
1507,150722,,,1,,,,,,
1508,150821,,,,,,,1,,
1508,150823,,,,,,,2,,
1509,150921,,,,,,,,,2
1509,150922,,,,1,1,,,,1
1509,150923,,,,,1,,,,
1509,150924,,,,1,,,,,1
1509,150925,,,,,1,,,1,
1509,150926,,,,,,1,,2,
1509,150927,,,,,,,,1,
1509,150928,,,,,,,1,,
1522,152224,,,1,,,,,,
1525,152527,,,1,,1,,,,
1599,159999,,,1,,,,,,
2101,210181,,,,,,,,,1
2103,210381,,,,,,,,2,
2110,211081,,,,,,,1,,1
2111,211103,,,,,,,,1,
2111,211122,,,,,,,,,1
2113,211324,,,,,,,,3,1
2113,211382,,,,,,,1,,
2205,220582,,,1,,,,,,
2307,230702,,1,,,,,,,
2312,231223,,,,,,,,,1
2312,231225,,,,,,,,1,
2399,239999,,1,,,,,,,
3101,310104,,,,,,,1,,
3101,310106,,,1,,,,,,
3101,310112,,,,,,,,1,
3101,310114,,,,,,,,1,1
3101,310115,,1,,,1,,3,1,
3101,310116,1,4,1,,1,2,,,
3101,310117,,,,,,,1,,
3101,310118,,,1,,,,,,
3101,310119,,1,1,,,,,,
3101,310120,,1,3,1,,,,,
3102,310230,,,,,,1,2,1,
3201,320111,,3,,1,,,,1,
3201,320112,,,1,,,,,,
3201,320113,,,1,,,,,,
3201,320115,1,,2,,,2,,1,
3201,320116,1,,,,1,1,1,1,
3201,320124,1,1,,,,,,,
3201,320125,2,,,,,,,,
3202,320202,,,,,,1,,,
3202,320204,1,,,,,,,,
3202,320205,,,,,,,,,1
3202,320206,1,,,1,,1,2,1,1
3202,320211,1,1,,,,,2,,
3202,320281,2,,4,2,,,,1,1
3202,320282,2,3,,1,1,1,2,,
3202,320299,,,,,1,,,,
3203,320302,1,,,,,,,,1
3203,320303,,,,,1,,,,
3203,320304,1,,,,,,,,
3203,320305,1,,1,1,,,,,
3203,320311,,,,,,,,1,
3203,320312,,,,,,,1,,1
3203,320321,,,4,1,1,1,1,3,
3203,320322,4,1,4,1,,1,,,1
3203,320323,5,2,4,4,1,2,,,
3203,320324,4,3,4,3,2,1,5,1,4
3203,320381,2,3,2,3,4,2,1,2,1
3203,320382,3,4,6,2,4,6,2,,1
3204,320402,1,,1,,,,,,
3204,320404,,,,,1,,,,
3204,320411,,,1,3,1,,2,1,
3204,320412,2,3,1,,1,,2,,1
3204,320481,1,3,1,,1,2,,,
3204,320482,5,1,2,1,,1,,,1
3205,320502,,,1,,,,,,
3205,320505,1,,,,,,,,
3205,320506,,,,1,,,2,,
3205,320507,,,,,1,1,,,
3205,320581,1,,,,,,,1,
3205,320582,1,1,2,,,,2,1,
3205,320584,1,,2,,,1,1,1,
3205,320585,1,,,,,,2,1,
3206,320602,,1,2,,,,,,
3206,320611,,,,,,,1,,
3206,320612,,,,,,1,5,3,
3206,320621,1,1,1,2,1,,1,,
3206,320623,,1,2,1,,1,1,,1
3206,320681,2,,,1,,1,,1,
3206,320682,4,3,5,1,3,,3,2,
3206,320683,4,1,,6,5,,,,
3206,320684,2,,1,4,1,1,1,,
3207,320705,,,,,,2,1,,
3207,320706,,,,1,,,,1,1
3207,320721,1,1,2,1,1,2,4,3,1
3207,320722,3,,4,1,3,1,4,1,1
3207,320723,4,2,1,,2,3,3,1,2
3207,320724,1,1,1,1,3,2,2,1,
3208,320802,,,,1,,,,,
3208,320803,1,1,4,,1,1,3,2,4
3208,320804,4,2,3,1,1,3,1,1,
3208,320811,,,,,1,1,1,,
3208,320826,5,10,4,3,,3,3,3,3
3208,320829,,,2,1,1,,,,
3208,320830,2,1,2,,,,1,,
3208,320831,,,,1,,1,,,
3209,320902,,,,1,,,,,
3209,320903,2,1,,1,,1,,,1
3209,320921,,,4,1,1,,,,
3209,320922,,1,2,1,,,5,2,1
3209,320923,,1,,,1,1,2,1,
3209,320924,3,,1,2,3,2,,,
3209,320925,,,,,,1,,1,
3209,320981,3,2,2,2,1,1,,2,
3209,320982,3,2,,,,1,,2,
3210,321003,,1,,,,,,,
3210,321023,1,1,,,,1,,,
3210,321081,1,,1,,,,,,1
3210,321084,,,,,,,1,,
3210,321088,1,1,,1,1,,1,2,
3211,321102,,,,1,,,,,
3211,321111,,,1,,,,,1,
3211,321112,1,,1,,1,,,,
3211,321113,,1,,,1,,,,
3211,321181,3,3,1,2,1,2,2,,
3211,321182,,2,,,,,,,
3211,321183,1,4,4,2,1,1,,,
3212,321202,1,,,3,,2,,,
3212,321203,1,1,,1,,2,,,
3212,321281,,2,3,2,2,,,,
3212,321282,1,1,1,,1,1,1,2,
3212,321283,3,3,4,3,1,1,1,3,2
3212,321284,1,,2,2,,2,2,,1
3213,321302,3,1,,1,,1,,1,1
3213,321311,1,3,2,2,1,,2,1,
3213,321322,8,11,5,1,1,4,5,7,2
3213,321323,2,5,,3,,3,,1,
3213,321324,6,5,2,1,1,1,2,,1
3301,330106,,,1,,,,,,
3301,330109,1,,1,1,,1,,,1
3301,330110,2,1,,1,1,,,,
3301,330122,2,,,,,,,,
3301,330182,,,1,1,,3,2,,
3301,330183,1,,1,,1,,,,
3301,330185,2,,2,,,,,1,
3302,330203,,1,,,,,,,
3302,330205,,1,1,,,,,,
3302,330206,1,,,,,,,,
3302,330211,,2,,,,,,,
3302,330212,1,,,,,,,,
3302,330226,1,,2,,,,,,
3302,330281,,1,2,3,1,,,1,
3302,330282,5,,,3,1,,,,1
3303,330302,1,1,1,1,,,,,
3303,330303,,,1,,,,,,
3303,330304,,1,1,1,2,,1,1,
3303,330305,,,,,,,,1,
3303,330324,,3,2,,2,,1,,
3303,330326,3,,,1,2,1,,,
3303,330327,2,,,,,,1,,
3303,330328,,,1,,,,,,
3303,330381,2,1,1,2,2,,,,
3303,330382,2,,1,3,1,,2,1,
3304,330402,,,,,,1,,,
3304,330411,,,,,2,1,,,
3304,330421,,1,,,,,,,
3304,330424,,,,,,,,1,
3304,330481,,4,1,1,,,,,
3304,330482,,,3,1,,,1,,
3304,330483,,,,,,2,,,
3305,330502,1,,2,,1,,1,,
3305,330503,,,,3,,,1,,
3305,330521,,1,,,,,,,
3305,330522,2,1,1,5,3,1,1,1,1
3305,330523,2,1,,,,1,,,
3306,330621,,,1,,,,,,
3306,330624,1,1,1,,,,,1,
3306,330681,1,2,3,2,,,,,
3306,330682,,,3,,,1,,,
3306,330683,2,6,1,,1,1,,,
3307,330702,,,1,1,,,2,,
3307,330703,,,1,,1,1,,,
3307,330723,,,2,1,,,,,
3307,330726,1,,1,1,1,,,,
3307,330727,,1,,,,,,,
3307,330781,,2,,,,,2,,1
3307,330782,1,2,,,1,,1,1,3
3307,330783,,3,3,1,,2,,,
3307,330784,1,,,,1,,,2,
3308,330802,,1,,,1,,,,
3308,330803,,2,1,,1,,,,
3308,330822,,,2,,,,,,
3308,330825,,3,,,,1,1,,
3308,330881,,,3,,,,,1,
3310,331002,,1,,,,1,,1,
3310,331003,2,1,2,1,2,2,,,
3310,331004,1,,1,,,,,,
3310,331022,2,1,1,,1,,,,
3310,331023,6,1,,,,,,,
3310,331024,4,3,1,1,,2,,,
3310,331081,1,,,,,,,,
3310,331082,7,6,,,,1,,,
3311,331102,,1,,1,,,,,
3311,331121,,,1,1,1,,,,
3311,331122,,,,,1,,,,1
3311,331123,,,1,,,,,,
3311,331124,,1,1,,,,,,
3311,331127,,,,,,1,,1,
3311,331181,,,,1,,1,,,
3399,339999,,,,,,,1,,
3401,340104,2,,,,,,,,
3401,340121,1,3,,,,1,1,,
3401,340122,2,2,,,,1,1,,
3401,340123,2,1,1,1,,,1,1,
3401,340181,,,,,,,1,,1
3402,340202,1,,,,,1,,,
3402,340207,,1,,,,,,,
3402,340208,,1,,,,,,,
3402,340221,2,1,,,,,,,
3402,340222,,4,,,,,,,
3402,340223,,1,,1,,,1,,
3402,340225,,,,,,,,1,
3402,340299,1,,,,,,,,
3403,340311,,,,,,,1,,
3403,340321,4,,2,2,1,1,3,,
3403,340322,,,2,3,2,,,,
3403,340323,1,,1,,,,,1,1
3404,340402,,,,1,,,,1,
3404,340403,1,1,,,,,,,
3404,340404,,,,,1,,,,
3404,340405,1,1,,,,1,,,1
3404,340406,,,1,2,2,1,1,1,
3404,340421,,,,,,2,1,1,
3405,340502,,,,,1,,,,
3405,340503,1,,,,,,,,
3405,340504,1,,,,,,,,
3405,340521,,1,,,,,,1,
3405,340523,,,,,,,1,2,
3406,340602,,1,2,,,,,,
