line,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,count
3301,,,,,,,1,1,,,,,62
3302,,,,,,,,,,,,,63
3303,1,1,1,,,,,2,,,,,64
3304,,,,,,,,,,,,1,65
3305,,1,,,1,1,,,,,,,66
3306,,,,,,,,,,,,,67
3307,2,,1,1,,,,,,,1,,68
3308,,,,,,1,,,,,,,69
3310,,,,,,,,,,,,,70
3311,,,,,,,,,,,,,71
3399,,,,1,,,,,,,,,72
3401,1,,1,,,1,,,1,,,,73
3402,1,,,,,,,,,,,,74
3403,,,,,,1,3,,,,,,75
3404,,,,,1,,,,1,,,,76
3405,,,,,,,,1,,,,,77
3406,,,,,,,,,,,,,78
3407,,,,,,,,,,,,,79
3408,,,,1,,2,,1,2,2,1,1,80
3410,,,,,,,,,,,,,81
3411,,,,,,1,,,,,,,82
3412,,,,2,1,,,1,1,2,1,2,83
3413,,,,,,1,1,1,,,,,84
3414,,,,,,,,,,,,,85
3415,,,,,1,,1,,,,1,,86
3416,1,,,,1,,2,1,,,1,,87
3417,,,,,,,,,,,,,88
3418,1,,,,,,1,1,,,,,89
3499,,,,,,,,,,,,,90
3501,,,,,,,,,,,,,91
3504,,,,,,,,,,,,,92
3505,1,,,,,,,,,,,,93
3507,,,,,,,,,,,,1,94
3508,,,,,,,,,,,,,95
3509,,,,,,,,,,,,,96
3510,,,,,,,,,,,,,97
3601,,,,,,,,1,,,,1,98
3602,,,,,,1,,,,,,,99
3603,,1,,,,,,2,1,,,,100
3604,1,1,,,1,,,,,,1,,101
3605,,,,,,,,,,,,,102
3606,,1,,,,,,,,,,,103
3607,,3,1,,,,2,,1,1,2,1,104
3608,2,1,,,,,,2,2,,,,105
3609,1,,1,,2,,1,1,,1,2,,106
3610,,,,,,,,,1,,,1,107
3611,,,,,2,,,,,,1,,108
3701,,1,,,1,1,1,,,,1,,109
3702,,,,2,,1,2,1,3,1,1,2,110
3703,,,,,,,,,,,,,111
3704,,1,,,,,,,,,1,,112
3705,,1,,,,,,,,,,,113
3706,,,1,,,2,1,2,,2,,4,114
3707,,,1,,,1,,2,1,,1,1,115
3708,,,,1,,,,1,,,,,116
3709,1,2,,,2,2,2,,1,3,,,117
3710,,,,,,2,,,2,,,,118
3711,,,,,1,,1,,,1,,,119
3712,,,,,,,,,,,,,120
3713,1,,2,,1,,,1,2,1,1,,121
3714,,,1,,2,1,,2,1,1,,1,122
3715,,1,,,,,,,,1,,,123
3716,,,,,1,,,,2,,,,124
3717,1,,,1,1,1,,,,,1,1,125
3799,,,,,,,,,,,,,126
4101,1,,,,2,1,1,,,,,,127
4102,,,1,2,,,,1,,,,,128
4103,,,,,,,2,,,2,,1,129
4104,1,,,,1,,1,,1,1,,1,130
4105,,1,,,1,,2,3,,1,1,,131
4106,,,,,,,,,,,,,132
4107,,,,,2,2,,1,1,1,,,133
4108,,,,,,,1,1,,,,1,134
4109,,,,,1,1,,,,1,,2,135
4110,1,,,,1,1,,,1,,,,136
4111,,,,,1,,,,,,,,137
4112,,,,,,,,,,,,,138
4113,,2,1,,1,1,2,1,2,,,2,139
4114,1,,,1,1,,1,,,2,2,,140
4115,1,,,,1,1,2,1,,1,,,141
4116,2,4,2,,2,,1,,3,2,,1,142
4117,,,,,1,,,1,2,,1,1,143
4118,,,,,,,,,,,,,144
4190,,,,,,,,,,,,,145
4199,,,,,,,,,,,,,146
4201,,,1,,1,2,,1,3,1,2,,147
4202,,,,,1,,,1,,,,,148
4203,,,1,1,,,2,,,,,,149
4205,1,1,,,1,,,1,1,,1,,150
4206,2,2,,,2,,1,2,4,1,1,1,151
4207,,,,,,1,1,,,,,,152
4208,,1,2,1,,,,1,,,1,,153
4209,,,,,,,1,,,1,,,154
4210,3,,,,1,,,,1,,1,1,155
4211,,1,,1,1,1,,,1,1,1,,156
4212,,,,1,,,1,,,,,,157
4213,,1,1,,,,,,,,,,158
4228,1,,1,,1,1,,1,2,1,1,1,159
4290,1,,,,,1,3,,1,1,,2,160
4299,,,,,,,,,,1,,,161
4301,,1,,,2,1,2,3,,2,1,2,162
4302,,1,,2,,2,,2,,1,1,,163
4303,1,,,,,1,,,,,,,164
4304,1,,,,1,,1,1,1,,,,165
4305,1,,1,3,,4,1,6,7,,2,4,166
4306,1,,,,,,2,,,1,1,,167
4307,,,,,,2,1,4,,5,2,1,168
4308,,,1,1,,1,,,,,1,,169
4309,2,,,,,3,,2,2,,,,170
4310,3,2,,1,1,,2,2,1,1,2,2,171
4311,1,,,,3,,3,1,,2,5,2,172
4312,,,,,1,2,2,3,2,1,,,173
4313,1,,,1,1,1,,4,1,2,,1,174
4331,,2,,2,1,,,3,3,2,,,175
4399,,,,,,,,,,,,,176
4401,,,,,,1,,,,,,,177
4402,1,,,1,1,,,,,,,,178
4403,,,,,,2,,1,1,,,1,179
4404,,,,,,,,,,,,,180
4405,,,,,,,,,,,,,181
4406,,,1,,,,,,1,,,,182
4407,4,,1,1,2,1,,1,2,2,4,2,183
4408,1,,,,1,,2,,1,,,2,184
4409,3,6,2,3,5,2,4,,1,3,4,4,185
4412,,,3,,1,2,2,3,2,2,2,,186
4413,2,,,1,,1,,1,3,2,3,,187
4414,1,1,,,2,1,,,1,1,1,1,188
4415,,,,,,,,,,,1,,189
4416,,3,2,1,1,1,1,1,2,1,2,,190
4417,2,,,2,1,2,,5,,,,2,191
4418,3,3,3,3,5,4,6,6,2,1,5,2,192
4419,,,,2,2,,,,,,1,,193
4420,1,,,,,,,,,,,,194
4451,,,,,,,,,,,,,195
4452,,,,,,,,,,,1,,196
4453,,,1,1,1,1,1,,1,1,2,,197
4499,,,,,,,,,,,,,198
4501,1,,,,1,1,1,1,1,3,2,1,199
4502,1,1,1,4,2,1,2,,4,3,3,1,200
4503,3,,2,,2,2,4,2,7,4,2,1,201
4504,2,1,1,3,1,1,2,2,1,1,,3,202
4505,,,,,1,,,1,,,,,203
4506,1,,,,1,,1,1,,,,,204
4507,3,2,3,3,4,1,,3,1,,2,,205
4508,1,1,1,4,2,5,3,5,4,5,3,4,206
4509,3,1,1,3,4,7,1,3,4,2,4,3,207
4510,1,,,,2,,2,1,1,2,2,3,208
4511,1,,2,4,6,5,5,2,,2,2,2,209
4512,3,1,1,3,2,,3,2,,5,5,1,210
4513,1,,,2,,3,2,3,2,2,1,,211
4514,,2,1,1,2,,1,5,1,1,1,2,212
4599,,,,,,,,,,,,,213
4601,,,,,1,,,,,,,,214
4602,2,,,,1,,1,,,,,,215
4690,4,1,4,5,5,2,7,1,3,3,4,,216
5001,2,1,,5,,12,1,5,7,4,3,3,217
5002,2,,4,5,5,3,4,6,4,8,,2,218
5003,,,,,,,,,,,,,219
5101,,,1,,,,,,,,,,220
5103,,,,,1,1,,,1,,,,221
5104,,,,,,,,,,,,,222
5105,,1,2,2,1,,2,,,,,2,223
5106,,1,,1,1,,,,,1,,1,224
5107,,,,,,,1,1,1,,,,225
5108,,,,,,,1,1,,,,,226
5109,1,3,,,,2,1,1,,,,,227
5110,1,,,,,1,1,,2,,,,228
5111,,,,1,1,,1,2,,2,,1,229
5113,2,,1,,2,1,3,,2,2,,,230
5114,,,,,1,,,1,1,,,,231
5115,,,,,,,,,1,,,,232
5116,1,,,,,,,,1,1,,1,233
5117,1,,,,,,,,,,,,234
5118,1,,,,,,,,,,,,235
5119,,,,,,,,,,,1,,236
5120,,,,1,,,1,,,,,,237
5134,,,,1,,1,,,,,,,238
5199,,,,,,,,,,,,,239
5201,1,1,2,,3,,1,,,1,1,,240
5202,2,,2,2,1,1,2,2,2,,,2,241
5203,1,1,2,,,1,1,2,3,,1,1,242
5204,2,1,1,1,2,2,2,4,5,1,6,3,243
5222,4,1,,1,2,,3,3,1,,1,1,244
5223,2,2,1,2,4,3,3,5,8,2,5,3,245
5224,3,1,1,2,1,3,5,7,,6,3,,246
5226,1,,3,1,1,1,4,4,4,,5,3,247
5227,1,1,2,2,3,1,2,2,6,1,,1,248
5299,,,,,,,,,,,,,249
5301,1,,1,2,,2,,,2,,,2,250
5303,,1,2,1,1,1,1,2,3,2,2,1,251
5304,,,,,,,1,,,,1,1,252
5305,,,,,,,,,,,,,253
5306,,,,1,,1,1,1,,,,1,254
5307,,,,,,,,,,,,,255
5308,,,1,,,,1,1,,2,2,2,256
5309,,,,,,,,,,,,,257
5323,,,,,1,,1,,,,,,258
5325,2,2,1,2,2,1,3,7,1,2,2,3,259
5326,1,6,3,1,4,5,5,2,2,2,2,2,260
5328,,1,,,,,,1,2,2,,2,261
5329,,,,,,,,,,,,,262
5331,1,,,,,,,,,,,,263
6101,,,,,1,,,,,,,,264
6103,,,,,,,,,,,,,265
6104,1,,,,,,1,2,,,,,266
6105,,,,,1,4,3,8,5,3,3,3,267
6106,,,,1,,,,,,,,,268
6107,1,1,,1,,,1,,1,1,,,269
6108,,,,,,,,,,,,,270
6109,,,,,,,,,,,,,271
6110,,,,,,,,,,,,,272
6111,,,,,,,,,,,,,273
6190,,,,,,,,,,,,,274
6199,,,,,,,,,,,,,275
6205,,,,,,,,,,,,,276
6208,,,,,,,,,,,,,277
6210,,,,,,,,,,,,,278
6323,,,,,,,,,,,,,279
6326,,,,,,,,,,,,,280
6401,,,,,1,,,,1,,,,281
6402,,,,,,,,,,,,,282
6403,,,,,,,,,,,,,283
6404,,,,,,,,,,,,,284
6502,,,,,1,,,,,,,,285
6540,,,,,,,,,,,,,286
6542,,,,,,,,,1,,,,287
