,,1,,,,1,,
,1,,,1,1,1,,
,2,2,,,,,,
2,4,2,2,,,,,
,8,2,,2,,,,
2,2,2,1,,,1,2,
,3,,1,3,1,,,1
,,1,,,,1,,1
,,,1,,,,,
,,3,1,,1,,,
,2,3,,2,1,1,1,
,,,2,,,,,1
1,5,1,,1,1,,2,
,1,3,2,2,2,2,,1
,6,5,,1,2,1,2,1
,,1,2,,,1,1,
,,3,1,,,,,
,1,3,,,,,1,
,,1,1,3,,,1,
,3,1,,,,2,,1
,1,1,1,,,1,,
,,3,1,,1,,,
,1,,2,,,,1,
1,2,3,1,1,2,1,,
,1,2,2,1,1,1,,
,,3,,,,,,
,,,,1,1,2,2,
,3,3,1,1,3,1,1,1
,,,,,,,1,
,,,,,,,,1
,,,,,,1,1,
,,,,,,1,,
,,,,,1,1,1,
,,,,,,1,,
,,,,,,1,,
,,,,,,2,1,
,,,,,,1,,
,,,,,,1,,
,,,,,,1,2,1
,,,,,,1,1,
,,,,,1,,,2
,,,,,2,,,1
,,,,,,,2,1
,,,,,,,3,
,,,,,,2,,
,,,,1,,1,1,
,,,,1,,,,
,,,,1,1,1,,1
,,,,,,2,,1
,,,,,,,,2
,,,1,,,,,
,,,,2,,,,
,,,,3,1,,,
,,2,,1,1,,,
,,,,1,,,,
,,,1,,,,,
,,,,,,4,1,
,,,,,1,,,
,,,,,,,,1
,,,,,,1,,
,,,,1,,1,,
,,,2,,,,,
,,,1,,2,1,,
,,,,,,,3,3
,,,,,,,2,4
,,,,,,,,2
,,,,,,2,3,1
,,,,,,1,,3
,,,,,,,1,2
,,,,,,1,,
,,,,,1,,,
,,,,1,2,,1,
,,,,,,,1,2
,,,,,,1,1,1
,,,,,,2,1,
,,,,,1,1,2,1
,,,,1,1,1,,1
,,1,2,,2,1,1,1
,,,1,1,1,2,,
,,,,5,2,,2,1
,,,,1,,,,1
,,,,1,,2,,
,,,,,,1,,1
,,,,3,3,1,,
,,,,,,1,,
,,,,,,3,1,
,,,1,2,,1,,
,,,,,,3,2,
,,,,,,,1,
,,,,,,1,,
,,,,,,,1,
,,,,,,1,3,
,,,,,,,1,
1,,,,,,,,1
,,,,,1,2,1,
,,,,,7,9,3,4
,,,,,,2,,
,,,,,,,2,
,,,,,6,3,1,3
,,,,,3,12,8,2
,,,,,,,2,1
,,,,,,,1,
,,,,,,2,,2
,,,,,3,1,2,
,,,,,,1,,
,,,,,,,1,1
,,,,,,2,,
,,,,,,1,1,2
,,,,1,,,,
,,,,,,2,2,
,,,,,,,,4
,,,,,,1,,
,,,,,,,,1
,,,,,,,,1
,,,,,,,,3
,,,,,,,,2
,,,,,,,1,1
,,,,,,,,1
,,,,,,,1,
,,,,,,,,1
,,,,,,,,1
,,,,1,,,1,
,,,,,,1,,
,,,,,,1,,
,,,,,,,1,
,,,,,1,1,,2
,,,,,1,,,
,,,,,,1,,
,,,,,,1,1,
,,,,,,,1,
,,,,,1,1,1,
,,,,1,,,1,
,1,,,,,,2,1
,,,,,1,,,
,,,,,1,,,3
,,,,,,1,,
,,1,,,,,,
,,,,,,,2,1
,,1,,,,,,
,,,,,,,,1
,,,,,,1,,
,,,,,,,,1
,,1,,,,,,
,,,,,,1,,
,,,,,,2,,
,,,,,,,,2
,,,1,1,,,,1
,,,,1,,,,
,,,1,,,,,1
,,,,1,,,1,
,,,,,1,,2,
,,,,,,,1,
,,,,,,1,,
,,1,,,,,,
,,1,,1,,,,
,,1,,,,,,
,,,,,,,,1
,,,,,,,2,
,,,,,,1,,1
,,,,,,,1,
,,,,,,,,1
,,,,,,,3,1
,,,,,,1,,
,,1,,,,,,
,1,,,,,,,
,,,,,,,,1
,,,,,,,1,
,1,,,,,,,
,,,,,,1,,
,,1,,,,,,
,,,,,,,1,
,,,,,,,1,1
,1,,,1,,3,1,
1,4,1,,1,2,,,
,,,,,,1,,
,,1,,,,,,
,1,1,,,,,,
,1,3,1,,,,,
,,,,,1,2,1,
,3,,1,,,,1,
,,1,,,,,,
,,1,,,,,,
1,,2,,,2,,1,
1,,,,1,1,1,1,
1,1,,,,,,,
2,,,,,,,,
,,,,,1,,,
1,,,,,,,,
,,,,,,,,1
1,,,1,,1,2,1,1
1,1,,,,,2,,
2,,4,2,,,,1,1
2,3,,1,1,1,2,,
,,,,1,,,,
1,,,,,,,,1
,,,,1,,,,
1,,,,,,,,
1,,1,1,,,,,
,,,,,,,1,
,,,,,,1,,1
,,4,1,1,1,1,3,
4,1,4,1,,1,,,1
5,2,4,4,1,2,,,
4,3,4,3,2,1,5,1,4
2,3,2,3,4,2,1,2,1
3,4,6,2,4,6,2,,1
1,,1,,,,,,
,,,,1,,,,
,,1,3,1,,2,1,
2,3,1,,1,,2,,1
1,3,1,,1,2,,,
5,1,2,1,,1,,,1
,,1,,,,,,
1,,,,,,,,
,,,1,,,2,,
,,,,1,1,,,
1,,,,,,,1,
1,1,2,,,,2,1,
1,,2,,,1,1,1,
1,,,,,,2,1,
,1,2,,,,,,
,,,,,,1,,
,,,,,1,5,3,
1,1,1,2,1,,1,,
,1,2,1,,1,1,,1
2,,,1,,1,,1,
4,3,5,1,3,,3,2,
4,1,,6,5,,,,
2,,1,4,1,1,1,,
,,,,,2,1,,
,,,1,,,,1,1
1,1,2,1,1,2,4,3,1
3,,4,1,3,1,4,1,1
4,2,1,,2,3,3,1,2
1,1,1,1,3,2,2,1,
,,,1,,,,,
1,1,4,,1,1,3,2,4
4,2,3,1,1,3,1,1,
,,,,1,1,1,,
5,10,4,3,,3,3,3,3
,,2,1,1,,,,
2,1,2,,,,1,,
,,,1,,1,,,
,,,1,,,,,
2,1,,1,,1,,,1
,,4,1,1,,,,
,1,2,1,,,5,2,1
,1,,,1,1,2,1,
3,,1,2,3,2,,,
,,,,,1,,1,
3,2,2,2,1,1,,2,
3,2,,,,1,,2,
,1,,,,,,,
1,1,,,,1,,,
1,,1,,,,,,1
,,,,,,1,,
1,1,,1,1,,1,2,
,,,1,,,,,
,,1,,,,,1,
1,,1,,1,,,,
,1,,,1,,,,
3,3,1,2,1,2,2,,
,2,,,,,,,
1,4,4,2,1,1,,,
1,,,3,,2,,,
1,1,,1,,2,,,
,2,3,2,2,,,,
1,1,1,,1,1,1,2,
3,3,4,3,1,1,1,3,2
1,,2,2,,2,2,,1
3,1,,1,,1,,1,1
1,3,2,2,1,,2,1,
8,11,5,1,1,4,5,7,2
2,5,,3,,3,,1,
6,5,2,1,1,1,2,,1
,,1,,,,,,
1,,1,1,,1,,,1
2,1,,1,1,,,,
2,,,,,,,,
,,1,1,,3,2,,
1,,1,,1,,,,
2,,2,,,,,1,
,1,,,,,,,
,1,1,,,,,,
1,,,,,,,,
,2,,,,,,,
1,,,,,,,,
1,,2,,,,,,
,1,2,3,1,,,1,
5,,,3,1,,,,1
1,1,1,1,,,,,
,,1,,,,,,
,1,1,1,2,,1,1,
,,,,,,,1,
,3,2,,2,,1,,
3,,,1,2,1,,,
2,,,,,,1,,
,,1,,,,,,
2,1,1,2,2,,,,
2,,1,3,1,,2,1,
,,,,,1,,,
,,,,2,1,,,
,1,,,,,,,
,,,,,,,1,
,4,1,1,,,,,
,,3,1,,,1,,
,,,,,2,,,
1,,2,,1,,1,,
,,,3,,,1,,
,1,,,,,,,
2,1,1,5,3,1,1,1,1
2,1,,,,1,,,
,,1,,,,,,
1,1,1,,,,,1,
1,2,3,2,,,,,
,,3,,,1,,,
2,6,1,,1,1,,,
,,1,1,,,2,,
,,1,,1,1,,,
,,2,1,,,,,
1,,1,1,1,,,,
,1,,,,,,,
,2,,,,,2,,1
1,2,,,1,,1,1,3
,3,3,1,,2,,,
1,,,,1,,,2,
,1,,,1,,,,
,2,1,,1,,,,
,,2,,,,,,
,3,,,,1,1,,
,,3,,,,,1,
,1,,,,1,,1,
2,1,2,1,2,2,,,
1,,1,,,,,,
2,1,1,,1,,,,
6,1,,,,,,,
4,3,1,1,,2,,,
1,,,,,,,,
7,6,,,,1,,,
,1,,1,,,,,
,,1,1,1,,,,
,,,,1,,,,1
,,1,,,,,,
,1,1,,,,,,
,,,,,1,,1,
,,,1,,1,,,
,,,,,,1,,
2,,,,,,,,
1,3,,,,1,1,,
2,2,,,,1,1,,
2,1,1,1,,,1,1,
,,,,,,1,,1
1,,,,,1,,,
,1,,,,,,,
,1,,,,,,,
2,1,,,,,,,
,4,,,,,,,
,1,,1,,,1,,
,,,,,,,1,
1,,,,,,,,
,,,,,,1,,
4,,2,2,1,1,3,,
,,2,3,2,,,,
1,,1,,,,,1,1
,,,1,,,,1,
1,1,,,,,,,
,,,,1,,,,
1,1,,,,1,,,1
,,1,2,2,1,1,1,
,,,,,2,1,1,
,,,,1,,,,
1,,,,,,,,
1,,,,,,,,
,1,,,,,,1,
,,,,,,1,2,
,1,2,,,,,,
1,,,,,,,,
,1,,,,,,1,
,2,2,,3,,,,
,,,1,,,,,
1,,,,,,,,
,1,,,,,,,
,1,,,,,,,
,1,,,,1,,,
1,3,2,,,1,,,1
3,1,1,,2,,,1,1
,5,2,,1,,1,2,
1,2,3,1,1,1,4,,
,4,2,1,2,,,,1
,4,,,,,3,,
3,,,,1,,2,,
,,,,,,,1,
1,,,,,,,,
,,1,,,,,,
,1,,,,,,,
,,,,,1,1,1,1
1,,1,1,2,,,1,
3,,2,1,1,2,,,
1,,1,,2,1,,,
2,,2,,,,,1,
,,1,,,1,,,
2,1,1,3,1,,1,,
,2,2,1,1,,,,1
,3,1,,,1,,,
3,11,6,4,6,4,3,1,2
4,2,3,1,2,1,2,2,2
4,5,1,,,,1,,
4,3,4,3,4,2,3,2,1
1,,,1,1,1,,3,2
,3,2,,2,2,1,,
1,1,3,1,,,,1,
3,2,1,,,1,2,,1
,4,,1,2,,,2,3
2,5,4,1,,5,,1,1
1,3,2,,,,,,
2,,1,,3,,,,
5,,1,,,2,,,
1,1,,,1,,,,
1,1,,1,,2,,,
1,2,,,,,,,
,1,,,,,1,,
1,2,1,1,1,,1,,1
2,4,,1,1,1,,1,1
,,,,,,1,,
1,,,,,,,,1
2,,,1,2,,,,
1,3,2,,,2,2,3,
1,,2,1,,,,2,
2,3,5,,4,7,2,,1
2,2,3,,2,1,2,,2
2,,,,,,,,1
2,2,,1,,,,1,1
,1,,,,,,,
1,1,4,,,,1,,
,,,,,,,,2
4,1,1,,,,2,2,1
,1,,1,,,,,
,,,1,,,,,
,3,1,,,,,,
,,1,,,,,1,
,,,,,,,,1
,,,,,1,,,
,,,1,,,,,
,1,,,,,,,
2,,1,1,,,,,
4,3,,1,,1,,,
,,1,,,,,,
,,,,,,,,1
1,2,,,,,,,
,2,,,,,,,
1,2,1,,,,,,
,2,,,,,,,
,,1,,,,,,
,,,1,,,,,
1,1,,2,,,,,
,,,,,3,,,
,,,,,1,1,,
3,5,11,,1,,,,
,,3,1,,,,,
,1,,,,,,,
4,1,1,1,1,2,,,
6,13,3,3,3,,,,
,,,,,,1,,
,,1,2,1,,,,
,,3,,1,,,,
,,,,1,,,,
,,3,,,,,,
3,3,5,,3,,,,
,4,,,,,,,
1,,1,1,,,,,
1,2,2,,,,,2,
,,,1,,,,,
,1,,,,,,,
,,2,,,,,,
,,1,,,,,,
,1,3,,,1,,,
,,,,,,,1,
,,,,1,,,2,
1,,,1,,,,,
,,2,,,1,,,
,,1,1,,,,,
1,2,2,,1,,1,,
,2,1,3,,2,,,
2,,1,2,1,,1,1,
1,,2,,1,,1,,
,,,,,1,1,,1
2,1,1,,3,1,1,,
3,1,2,2,,1,,1,1
2,4,1,2,1,,2,,
1,,,,1,2,,,1
,,,1,,,,,
,,,1,,,,,
2,,2,1,1,1,,,1
2,,,,,,,,
,,,,1,,,,1
7,1,,2,,1,3,,
,,,,,,1,,
,1,,,,,,,
2,2,1,,2,1,,,
1,,,,1,,,,
,1,,1,2,,,,
,,1,,,,,,
1,1,,,,,1,,
1,1,1,1,,1,,,
1,1,,3,1,2,1,1,
1,2,4,2,1,,,,
3,5,3,2,,1,1,,
,,2,1,1,,,,
1,,1,,,,,1,
,,,3,2,,,,
,2,,,1,,2,,
1,,,,,,,,
1,,1,1,1,1,1,1,
2,4,,4,4,3,2,3,
2,2,4,,,2,2,,
,1,,2,1,1,,,1
4,,,,,,,1,
1,1,,,1,,,,
4,3,3,1,2,,1,3,3
5,2,,2,1,1,1,,2
,,1,,,,1,,
1,,,3,,,1,,
,,,,1,1,,,
,2,,,1,,,,1
1,1,1,,,,,,
2,,1,,,,1,,
6,2,3,,,,,,
3,2,3,4,2,2,2,1,
,,1,,,,,,1
3,2,1,2,,,,,
1,4,2,2,2,1,1,1,2
2,1,2,4,1,3,1,1,
,1,,,,,,1,
2,3,3,1,3,,5,2,1
,,,1,,,,,
1,3,2,5,2,7,4,,
2,,,,,,,,
,,,,,1,,,
4,5,3,2,2,,,,1
,1,,,1,2,,,
3,2,1,,1,3,,,
3,,1,,,,1,1,
1,,,,,,,,
2,,,,,,,,
,1,,,1,,,,
,,,,,,1,,
,2,,,1,,,,
,,,,1,,,,
2,1,,,,,,,
,,1,,,,,,
1,,,,,,,,
2,5,6,4,1,,1,,
1,5,2,,1,,,,
2,5,,,2,,1,,
2,1,1,3,,,,,
1,1,,,,,,,
2,,2,1,,,,,
1,,,1,,2,1,1,
1,1,2,,4,3,,1,
,1,,,,,,,
,,3,2,1,,,,
3,,,,,,,,
,,1,,,,,,
,,,,1,,1,,
,1,,1,,,,,1
,,2,,1,,1,,2
,,,,2,,,,
,,,,,,,1,
,4,3,,,3,2,1,
,,3,1,,1,,,1
,,1,,,,1,,
,,1,,,,,,
,,,,,,1,,
,,,,,1,,,
,,,,,,,1,1
,,,,,,2,2,2
,,,,,2,6,4,1
,,,,,1,3,1,
,,,1,2,,1,1,4
,,,,1,,,,
,1,,,,,,,
,,,,,,,1,
,,,,,1,,,
,,1,5,,,,1,
1,1,1,5,1,,1,,1
1,,1,1,,,,,
,1,,,1,,,1,1
,1,,1,,,,,1
3,1,1,1,1,,,,
2,2,6,1,3,6,1,1,
,,,1,,,,,
,,,,,1,,,2
,,,,3,,1,,
,,,1,2,,,,
,,,,2,2,1,1,
,,,1,1,1,,,
,,1,1,2,2,1,,
,,,3,,1,,,
,,,,,1,,,
,,,1,3,,4,3,2
,,,,,,,,1
,,,1,1,,,,
,,,,,,1,1,
,,,2,1,1,2,,
,,1,,3,,3,1,
,,,,1,,,,
,,,,,4,1,,
,,,1,,,,1,
,,,2,1,,,,
1,,,2,1,1,1,1,1
,,1,2,1,1,,1,
,,,,,1,1,1,1
,,,,,,3,1,
,,,,,1,1,,
,,,1,,,,,
,5,2,1,,,,,1
1,2,2,,2,,2,,
,2,1,1,,1,,,
1,,2,2,,,,,1
,1,,1,,,,,
,3,1,1,3,,,,
,3,2,1,1,,,1,
,1,1,,,1,,,1
,5,,3,1,,,,
,4,,1,1,,,,
2,10,3,6,2,1,,,
,,,2,2,1,6,1,
,1,1,,3,,2,1,
,,,,,,3,,
,4,9,1,2,4,2,2,1
,,1,,,,,1,
,,,1,,,1,,
,,,,,,,1,
,,,,,2,,,
,,,1,3,,3,1,1
2,,,1,,,2,1,2
1,1,1,,1,,,,1
1,,2,1,1,2,,,
,6,3,3,6,2,1,1,1
,,1,,3,,,,
,,2,1,,,,,
1,,,,,,1,,
,1,2,1,1,,,,
,1,3,,,,,,
6,6,2,3,1,1,,1,1
,1,3,2,1,1,,,2
9,7,8,7,,,3,3,
5,6,,,1,1,1,1,
3,4,6,3,1,,1,1,1
2,3,2,5,2,1,1,1,3
,,2,2,1,2,1,,1
1,2,3,2,2,1,1,1,
1,1,1,,,,,1,
,2,2,,,,2,,1
,2,,1,1,1,,2,1
,3,1,,1,,,,
,1,4,3,3,2,2,,
,,2,,1,,1,,1
,2,1,1,,1,1,,
1,,,,1,,,1,
,1,1,,,,1,,
,2,4,1,,,1,2,1
,3,2,1,,,1,1,
,3,1,,,,1,1,
1,3,,,1,1,,1,2
,6,1,1,,,1,,
,2,,1,,,,,
,,1,,,,,1,
1,2,1,2,,,,,
,3,1,1,,,,,
,1,1,1,,,,1,
,,,,,1,1,1,
,,5,2,1,5,,,1
,1,3,2,3,,1,,
,,4,1,2,1,1,,
,,4,1,,1,,1,2
,,,,1,,,,
2,,1,1,,,2,4,2
2,1,1,1,,2,1,2,3
4,2,2,1,,,,,
1,,,,,1,,,1
3,1,2,,1,2,,1,
,1,,,,2,1,,
,,1,1,,,,1,
,,,,,,2,,1
3,,,,,1,,2,
,,1,,,,,,
,1,,1,,,,,
,,,,,1,,,
,,,,,,,,1
,,,,,1,,,
,1,,,,,,,
,,,,,,,,1
,1,3,1,4,,2,1,
,,,,,,1,,
,2,4,3,1,,,1,
,1,1,1,1,1,1,,2
,,1,1,3,,,,1
,,,2,3,1,1,,
,1,,,,,,,
,,,,,1,,,
,,,,,,,,1
,,,,1,,,1,
1,,1,,,,,,
2,1,,,,1,,3,
,1,,,1,5,,1,3
,2,2,,1,2,1,1,1
1,,2,2,,1,3,2,1
4,1,2,1,1,,,2,1
,,,,,1,,,
,,1,,,1,,,
,,2,1,,1,,,
,,,,,1,,,
,,,3,2,1,2,2,
,,2,,1,,1,,
,,1,,,,,,
,,,2,,,,1,
,,2,2,1,1,1,,
,,,,,,1,,
,,1,2,1,,,,
,,,,,,1,,
,,1,,,,,,
,,1,1,5,2,2,2,1
1,2,5,2,,1,1,2,2
1,,,3,1,1,,1,
,1,,3,3,3,,,
,,,1,,,,,
,2,2,,,1,2,,
,,1,1,,1,,,
,,1,,,2,,,
,,,1,1,,1,,
,,4,1,,1,2,2,2
,,3,1,,1,1,,1
,1,1,,3,,3,2,1
,2,1,2,1,1,,1,2
,,1,1,,1,2,1,
,,,1,,,,,1
,,1,1,,,,,
,,3,1,3,,,,1
,,,,,,1,,
,1,,,,,,,
,,1,,2,,,,
2,3,1,,1,,2,2,
,,,,,,1,,
,1,5,1,2,,,,
,,,,,,,1,
,,4,,1,,2,,2
,,3,,2,1,1,1,1
,,,1,,,,,
,,,,1,1,,,
,,,1,1,,,,
,,,2,2,2,,1,4
,,,,,1,2,1,1
,,,,1,,,,
,,,,1,,1,,
,,1,1,,,,,
,,,1,,,,2,
,1,2,1,1,,1,2,1
,1,1,,1,,1,,
2,,1,,1,2,1,,1
,,1,1,,2,,,
,1,1,1,2,1,2,2,
,1,1,,,,,,
1,4,5,,,1,2,1,1
1,4,5,2,1,,,,
,2,1,1,3,,1,2,1
,3,3,1,3,,1,3,3
1,,1,1,,1,,1,
,,3,,,,,,
1,3,5,,,1,,,
3,1,,1,,,,,
2,,3,3,,1,,,
,,2,,2,3,1,,
,,,1,,,,2,
,,,,,1,,,
,,,,,,,,1
2,1,1,,1,1,,,1
4,4,,1,,3,1,1,2
2,1,,,,2,,1,
,1,6,4,,2,2,,1
,,,2,,,,1,2
3,4,2,1,,1,2,1,4
2,1,1,1,1,2,,,2
,4,2,3,1,,2,1,3
1,1,2,1,1,1,1,,
9,3,6,2,2,1,,2,1
4,2,1,1,1,,,,2
,3,2,,,1,1,,
8,8,4,1,1,1,3,,3
1,,,,,,,,
1,,1,,1,,,1,
1,4,1,1,1,,1,1,
3,,2,1,1,1,1,1,1
1,3,1,2,1,,1,1,1
1,,,3,,,,,1
2,2,2,,2,1,2,1,
,2,2,,1,,1,,
5,2,6,4,1,3,,2,1
3,2,,1,2,1,2,2,1
,,,1,,,,,
1,,1,1,,,1,,
2,3,1,2,1,,,,
,3,1,1,,2,,1,1
1,5,,1,1,,,1,
,,,,,,1,,
1,4,1,,,,1,1,1
2,3,2,1,3,1,1,2,2
1,1,4,1,1,,2,1,
2,,2,,,1,1,,1
4,4,1,1,,,,1,
,,,,1,,,,
,2,,,,1,1,,
,1,,2,,2,2,,
4,2,5,,,1,3,1,1
8,3,1,,1,2,,,1
2,2,5,1,,,4,2,
4,2,,1,1,,1,2,1
3,1,1,,1,1,1,,2
5,3,2,2,3,,2,7,
1,1,2,,1,1,1,1,1
,2,2,1,3,,2,,2
,2,,,1,,,,
,5,2,2,,,,,
1,1,4,2,,,1,,
2,3,1,,2,2,,,
3,4,4,1,,,1,,
2,1,1,,2,,2,,
8,3,2,2,1,,1,1,
,,2,,,,,,2
3,1,1,2,,,,,1
2,2,5,,,,1,1,
,,,,1,,,,
,,,,,,,1,
1,1,,,,1,,,
1,1,,,,,,1,
,,1,,,,,,
1,2,1,,,,,,
,,1,,1,,,,
1,,,,2,,,,
,2,,,,,2,,
1,1,2,1,1,,,,1
,1,,,,,2,,
2,1,,,2,1,1,1,1
2,2,,1,1,1,2,,
3,1,3,,1,,3,,2
8,2,2,3,,2,1,,
,2,2,,,,,,
,,,,,,,,1
1,2,,,1,,1,,
13,9,3,2,2,,,1,
7,11,4,2,1,3,1,1,1
,,,,,,,1,
,,1,1,5,1,2,,
,,,,,,,,1
,4,4,,4,1,,,
,,1,,1,2,1,1,1
,4,4,,3,,,,
,1,,1,1,1,1,,
,1,,,,,,,
1,2,1,,1,,,,
2,1,1,,,1,,1,
2,2,,,1,,1,,1
,3,,,1,,,,
,,1,,,,,,
,1,,,,1,1,,
,3,2,,,1,1,1,
2,4,,,,,,1,1
1,,4,1,2,,1,1,
10,3,1,,4,,1,2,
2,4,2,1,1,1,1,4,2
1,2,1,,,1,,1,
1,,,,,,3,,1
3,2,3,2,3,6,2,1,1
2,,2,2,3,1,5,4,2
,4,,1,1,3,,,1
2,1,3,1,,,,,
,7,2,1,1,,,,
4,2,,,1,1,3,1,1
3,3,,2,2,1,3,1,
1,1,,,,,1,,
2,1,1,,,,1,,
1,2,2,1,1,,,,
2,1,2,2,,3,,1,
,,,,,,1,,
3,1,1,,1,3,1,,
4,,,3,2,2,2,,2
7,6,3,4,3,2,2,,1
,2,,,,1,1,,
2,,1,,,,,1,
2,,,,,,,1,
,2,,,1,1,1,1,
2,,5,,,1,,2,1
1,1,5,2,1,2,,,3
,2,1,,2,,1,,2
5,,4,2,1,,,,2
4,5,3,3,1,3,1,1,
6,,3,2,2,2,3,,
1,2,1,,1,,,2,
3,1,1,2,,1,1,,
1,2,4,,,1,,1,
4,5,2,1,1,2,1,,1
3,1,,,,,,,
,4,1,,1,,,1,
2,1,1,3,1,,1,,
3,3,,2,1,,1,,
,1,1,,,3,,2,
5,4,3,1,1,1,1,1,
5,9,7,1,,,,1,
,11,7,3,4,,2,,
7,4,2,4,4,1,2,1,1
,11,1,2,,,,,
4,4,1,1,,1,1,1,
3,1,,1,,,,1,
4,3,2,,,1,,1,
3,,1,,,,,,1
1,1,1,1,,,1,,
1,2,2,,,,,,
2,4,6,3,3,,,,
,,,,,,1,1,1
,,,,,,1,2,
,,4,2,3,,,,
,,1,8,5,4,4,1,
,8,3,4,,1,2,,
,,,,10,1,2,2,3
,,,,3,4,,,1
,,,,4,5,2,,
,,,,3,1,,,
,,,1,6,2,,1,
,1,2,,,2,,,
4,8,2,2,4,1,2,1,
6,4,4,1,,1,3,,
4,10,4,6,2,2,4,4,1
,,2,,1,,,,
,,,,,,1,,
,,,,,,1,,
,1,,,,,,,
,,,,,1,1,,
1,,,,1,,1,,
,,,,,,,1,1
,1,2,4,3,3,2,3,2
2,3,1,3,1,1,1,,
4,8,2,6,6,6,5,4,1
2,1,6,3,1,3,3,2,2
1,,,,,,,,
,,,,,,,,1
,,1,,,,,,
,,,1,,,,,
4,2,4,1,1,,1,,1
3,5,3,,,1,3,1,1
9,10,7,11,8,2,5,2,3
,1,2,,,,,,
2,7,1,2,2,,,1,
1,,,,,,1,,
4,,,,,,,,1
5,8,9,1,3,1,,2,
11,4,3,5,3,1,1,3,
,2,,,,,,,
,1,,,,,,,
1,1,,,,,,,
2,,,1,,,,,
,,1,1,1,,,,
3,6,4,2,,1,,,
6,9,3,,,1,1,,
6,6,3,2,2,,,,1
2,4,7,1,1,1,1,,3
4,3,3,,3,1,1,,
4,8,4,1,1,,,1,
3,4,3,1,5,1,2,,
,,1,1,4,,,1,1
,2,2,1,3,1,1,,
1,,,,,,,,
6,7,2,1,3,1,,,1
5,8,2,2,7,5,6,5,2
